City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,lata,40.1629,-8.3327,37.08,86,0,3.96,PT,1675298808
361,padang,-0.9492,100.3543,77.05,81,54,3.04,ID,1675299386
362,goksun,38.021,36.4973,26.76,88,100,8.77,TR,1675299327
363,bilma,18.6853,12.9164,58.86,18,100,10.2,NE,1675299387
364,sumenep,-7.0167,113.8667,78.33,87,100,4.79,ID,1675299387
365,melipilla,-33.7,-71.2167,58.01,72,0,3.38,CL,1675299389
366,san cristobal,7.7669,-72.225,68.18,87,22,2.28,VE,1675298803
367,xai-xai,-25.0519,33.6442,72.81,86,90,5.64,MZ,1675299391
368,sur,22.5667,59.5289,64.98,72,4,4.32,OM,1675298583
369,susangerd,31.5608,48.1831,55.18,63,0,4.99,IR,1675299393
370,garachine,8.0647,-78.3628,77.45,80,5,13.76,PA,1675299394
371,sept-iles,50.2001,-66.3821,10.4,79,75,4.61,CA,1675299301
372,saint-michel-des-saints,46.6834,-73.9159,-1.05,100,36,3.49,CA,1675299395
373,hayvoron,48.3396,29.8679,29.19,92,47,7.74,UA,1675299396
374,constitucion,-35.3333,-72.4167,59.81,72,0,13.58,CL,1675299396
375,andenes,69.3143,16.1194,27.93,93,20,6.91,NO,1675299397
376,cruz,-2.9178,-40.1717,78.04,84,82,11.21,BR,1675299397
377,berbera,10.4396,45.0143,73.94,75,3,3.62,SO,1675299397
378,san carlos de bariloche,-41.1456,-71.3082,67.75,32,0,17.27,AR,1675299398
379,sao filipe,14.8961,-24.4956,71.31,72,42,12.44,CV,1675299398
380,hirado,33.3597,129.5531,50.4,63,100,18.54,JP,1675299399
381,la orilla,17.9833,-102.2333,75.47,70,5,5.08,MX,1675299399
382,newport,51.5877,-2.9984,48.11,85,18,11.99,GB,1675299400
383,romodanovo,54.4275,45.3296,20.16,95,100,8.41,RU,1675299400
384,coahuayana,18.7333,-103.6833,72.72,74,24,3.36,MX,1675299400
385,asosa,10.0667,34.5333,68.38,27,7,8.48,ET,1675299401
386,gao,16.6362,1.637,70.25,8,10,8.52,ML,1675299401
387,hasaki,35.7333,140.8333,46.29,41,100,15.9,JP,1675299402
388,alexandria,31.2156,29.9553,55.94,53,6,17.05,EG,1675299383
389,strelka,58.0728,93.0344,-13.07,100,100,1.77,RU,1675299402
390,umm kaddadah,13.6017,26.6876,63.27,18,2,15.84,SD,1675299403
391,uchaly,54.2996,59.4521,-4.2,90,15,3.8,RU,1675299403
392,abha,18.2164,42.5053,53.85,62,0,4.61,SA,1675298842
393,am timan,11.0297,20.2827,76.21,20,1,7.25,TD,1675299404
394,kimbe,-5.5502,150.1429,84.61,72,91,4.54,PG,1675299404
395,yerofey pavlovich,53.9667,121.9667,-11.0,87,26,2.66,RU,1675299405
396,bonfim,3.0833,-59.95,82.45,55,63,8.9,BR,1675299405
397,sterling,39.0062,-77.4286,31.59,66,40,0.0,US,1675299328
398,luanda,-8.8368,13.2343,78.8,83,40,10.36,AO,1675299406
399,shingu,33.7333,135.9833,45.52,50,100,5.53,JP,1675299406
400,vostok,46.4856,135.8833,-2.06,91,100,9.24,RU,1675299236
401,fortuna,40.5982,-124.1573,54.52,56,0,0.0,US,1675299407
402,havre-saint-pierre,50.2334,-63.5986,12.2,78,75,6.91,CA,1675299407
403,la ronge,55.1001,-105.2842,-16.35,63,0,13.8,CA,1675299407
404,espeland,60.3833,5.4667,32.45,98,0,1.14,NO,1675299408
405,manbij,36.5281,37.9549,38.43,95,100,18.43,SY,1675299408
406,charters towers,-20.1,146.2667,91.53,38,34,9.93,AU,1675298891
407,arti,56.4234,58.5328,-1.55,100,29,2.24,RU,1675299409
408,aguimes,27.9054,-15.4461,57.83,59,0,11.01,ES,1675299409
409,batagay-alyta,67.8006,130.4114,-22.63,100,100,0.45,RU,1675298592
410,sitka,57.0531,-135.33,42.69,70,100,9.22,US,1675299410
411,ucluelet,48.9329,-125.5528,43.09,93,100,1.01,CA,1675299410
412,tocopilla,-22.092,-70.1979,73.33,76,29,6.06,CL,1675299411
413,bundaberg,-24.85,152.35,85.21,85,33,1.99,AU,1675299411
414,kajaani,64.2273,27.7285,23.05,93,100,4.61,FI,1675299412
415,santa fe,-31.6333,-60.7,80.02,72,2,10.0,AR,1675299343
416,orocue,4.7912,-71.3354,80.01,37,5,5.7,CO,1675299412
417,arlit,18.7369,7.3853,63.36,17,17,8.3,NE,1675299412
418,mineral wells,32.8085,-98.1128,30.27,92,100,4.61,US,1675299413
419,buraydah,26.326,43.975,54.05,49,0,7.07,SA,1675298854
420,rawson,-43.3002,-65.1023,67.06,60,28,15.9,AR,1675299414
421,gupitan,7.7758,125.6406,76.95,93,83,7.31,PH,1675299414
422,isla mujeres,21.2311,-86.731,78.17,77,5,9.91,MX,1675299414
423,huautla,21.0333,-98.2833,55.83,92,100,2.37,MX,1675299415
424,shaunavon,49.6501,-108.4181,11.98,93,100,13.35,CA,1675298867
425,mungwi,-10.1732,31.3694,60.28,97,81,1.61,ZM,1675299416
426,luwuk,-0.9516,122.7875,83.25,71,100,3.47,ID,1675299416
427,kirakira,-10.4544,161.9205,85.66,72,50,9.19,SB,1675298718
428,general roca,-39.0333,-67.5833,78.62,38,0,6.93,AR,1675299417
429,huesca,42.1362,-0.4087,32.68,100,0,4.61,ES,1675299417
430,la rioja,42.25,-2.5,26.38,92,11,4.43,ES,1675299417
431,dickinson,29.4608,-95.0513,43.95,93,100,11.5,US,1675299285
432,barguzin,53.6167,109.6167,-1.03,98,97,1.14,RU,1675299418
433,dakar,14.6937,-17.4441,84.33,48,0,9.22,SN,1675299167
434,alice springs,-23.7,133.8833,80.15,34,0,10.36,AU,1675299419
435,vila,42.0304,-8.1588,34.68,84,0,4.27,PT,1675299395
436,malko tarnovo,41.9833,27.5333,34.63,71,86,7.07,BG,1675299419
437,qandala,11.472,49.8728,72.28,74,64,4.81,SO,1675299420
438,tuy hoa,13.0833,109.3,73.13,93,100,4.85,VN,1675299420
439,alibag,18.6411,72.8792,80.67,59,11,7.99,IN,1675299138
440,kalamnuri,19.6667,77.3333,62.91,41,9,7.05,IN,1675299421
441,coihueco,-36.6167,-71.8333,69.71,18,0,6.04,CL,1675299421
442,nishihara,26.1842,127.7558,65.48,94,75,10.36,JP,1675298874
443,aswan,24.0934,32.907,52.9,35,0,4.61,EG,1675299422
444,rio grande,-32.035,-52.0986,77.11,81,1,10.92,BR,1675298858
445,nalut,30.3333,10.85,43.54,49,7,10.42,LY,1675298896
446,kandrian,-6.2167,149.55,87.55,61,100,9.66,PG,1675299424
447,bajil,15.0584,43.2851,72.7,75,93,1.5,YE,1675299425
448,guiglo,6.5456,-7.4966,72.77,84,6,2.77,CI,1675299425
449,zhanaozen,43.3,52.8,34.84,91,100,6.26,KZ,1675299426
450,taksimo,56.3444,114.8794,-10.1,89,98,2.24,RU,1675299427
451,oranjestad,12.524,-70.027,76.91,85,40,16.11,AW,1675299299
452,eureka,40.8021,-124.1637,54.79,63,17,1.99,US,1675299286
453,weligama,5.9667,80.4167,73.54,85,98,5.68,LK,1675299283
454,ahuimanu,21.4447,-157.8378,80.62,74,75,10.36,US,1675299429
455,lorengau,-2.0226,147.2712,85.24,62,100,4.09,PG,1675299430
456,baculin,7.4525,126.5842,80.4,82,35,6.46,PH,1675299431
457,diamantino,-14.4086,-56.4461,73.31,91,21,3.18,BR,1675299432
458,mattru,7.6244,-11.8332,75.07,90,7,0.94,SL,1675299432
459,batticaloa,7.7102,81.6924,76.82,87,100,10.58,LK,1675299433
460,biak,-0.9131,122.8766,80.62,72,100,4.94,ID,1675299434
461,tevaitoa,-16.7833,-151.5,82.08,73,20,18.39,PF,1675299434
462,saint-augustin,51.226,-58.6502,-7.8,92,42,2.91,CA,1675299436
463,kapoeta,4.7717,33.5903,79.93,36,71,5.23,SS,1675299437
464,leh,34.1667,77.5833,5.4,64,89,2.19,IN,1675299438
465,araouane,18.9048,-3.5265,62.01,13,93,10.47,ML,1675299440
466,caxito,-8.5785,13.6643,75.04,92,90,4.76,AO,1675299441
467,kenora,49.8167,-94.4337,0.77,78,40,6.91,CA,1675299198
468,esperance,-33.8667,121.9,63.7,70,99,11.3,AU,1675298861
469,faya,18.3851,42.4509,54.12,63,20,4.99,SA,1675299450
470,jumla,29.2747,82.1838,34.41,17,0,6.91,NP,1675299451
471,abiramam,9.4667,78.45,76.96,68,100,17.11,IN,1675299453
472,mercedes,-34.6515,-59.4307,75.78,64,100,6.4,AR,1675299454
473,taganak,6.0833,118.3,78.94,81,31,3.69,PH,1675299455
474,los andes,-32.8337,-70.5983,76.01,41,0,1.9,CL,1675299456
475,kungurtug,50.5994,97.5228,-13.94,97,37,1.7,RU,1675299456
476,vardo,70.3705,31.1107,30.18,69,20,13.8,NO,1675299457
477,tingo maria,-9.2895,-76.0088,70.27,98,100,1.34,PE,1675299457
478,general pico,-35.6566,-63.7568,67.14,92,100,3.94,AR,1675299458
479,dalvik,65.9702,-18.5286,24.73,92,93,8.25,IS,1675299458
480,haines junction,60.7522,-137.5108,15.75,73,100,2.3,CA,1675299458
481,azuaga,38.2667,-5.6833,40.96,69,0,2.08,ES,1675299459
482,cururupu,-1.8283,-44.8683,73.33,97,100,2.57,BR,1675299459
483,mabaruma,8.2,-59.7833,70.61,89,46,2.82,GY,1675299460
484,ponferrada,42.5466,-6.5962,37.45,98,0,4.0,ES,1675299460
485,ternate,0.8,127.4,79.32,85,100,8.97,ID,1675299461
486,orlik,52.5178,99.825,-15.36,92,13,1.95,RU,1675299461
487,makakilo city,21.3469,-158.0858,79.45,66,20,10.36,US,1675299461
488,ingham,42.6,-84.3833,21.15,64,0,0.0,US,1675299462
489,clermont,49.5,2.4167,42.71,91,42,11.12,FR,1675299206
490,placido de castro,-10.3353,-67.1856,73.98,94,100,1.92,BR,1675299463
491,khandyga,62.6667,135.6,-26.79,97,100,3.06,RU,1675299463
492,houma,29.5958,-90.7195,62.6,85,100,6.91,US,1675299429
493,ibotirama,-12.1853,-43.2206,78.51,54,70,0.92,BR,1675299464
494,saint-francois,46.4154,3.9054,40.44,75,100,1.14,FR,1675299465
495,tshikapa,-6.4167,20.8,69.76,88,97,2.75,CD,1675299465
496,svetlyy,54.675,20.1347,35.96,98,100,13.76,RU,1675299466
497,umm lajj,25.0213,37.2685,62.65,49,0,8.14,SA,1675299467
498,wattegama,6.7989,81.4808,72.07,96,97,1.21,LK,1675299468
499,nikolayevsk-na-amure,53.1406,140.73,-8.43,87,99,4.63,RU,1675299469
500,douentza,14.9951,-2.9517,68.67,9,5,5.01,ML,1675299263
501,dongsheng,39.8161,109.9776,18.64,18,100,1.86,CN,1675299470
502,ledyard,41.4398,-72.0142,32.09,70,0,6.91,US,1675299471
503,pekan,3.4836,103.3996,75.31,90,100,5.61,MY,1675299472
504,berlevag,70.8578,29.0864,30.15,69,100,14.97,NO,1675299473
505,hall,34.3168,-83.7832,54.39,83,0,9.22,US,1675299473
506,nodeland,58.1552,7.8358,31.69,97,100,3.44,NO,1675299473
507,celestun,20.8667,-90.4,76.03,78,4,14.27,MX,1675299474
508,marsabit,2.3284,37.9899,67.68,56,0,11.1,KE,1675299474
509,yining,29.0361,114.5636,45.63,59,100,4.29,CN,1675299475
510,hambantota,6.1241,81.1185,75.54,100,40,4.61,LK,1675299475
511,ambon,-3.6954,128.1814,84.34,74,40,3.44,ID,1675299476
512,brumado,-14.2036,-41.6653,71.6,81,33,4.05,BR,1675299476
513,cap malheureux,-19.9842,57.6142,75.47,83,4,1.01,MU,1675299477
514,novyy urengoy,66.0833,76.6333,3.43,99,86,8.79,RU,1675299477
515,mayor pablo lagerenza,-19.9309,-60.7718,75.58,91,89,5.08,PY,1675299478
516,nioro,13.35,-15.75,73.53,20,5,10.07,GM,1675299478
517,yerbogachen,61.2767,108.0108,-8.57,99,91,6.13,RU,1675299479
518,sambava,-14.2667,50.1667,76.12,89,100,9.48,MG,1675299479
519,ambagarh chauki,20.7833,80.7167,52.95,28,78,6.78,IN,1675299480
520,kurkino,53.4257,38.6582,22.69,98,87,7.4,RU,1675299480
521,thinadhoo,0.5333,72.9333,80.69,75,28,15.73,MV,1675299480
522,zafra,38.4167,-6.4167,37.85,74,0,1.7,ES,1675299481
523,kamenka,51.3223,42.7678,28.08,97,100,7.74,RU,1675299481
524,guapi,2.5708,-77.8854,74.62,93,98,1.88,CO,1675299482
525,bourail,-21.5667,165.4833,86.04,57,100,2.55,NC,1675299482
526,quelimane,-17.8786,36.8883,78.75,78,20,0.0,MZ,1675299483
527,mehamn,71.0357,27.8492,30.11,100,75,4.61,NO,1675299483
528,moses lake,47.1301,-119.2781,32.36,74,0,4.61,US,1675299296
529,madera,37.1666,-119.8343,59.2,56,100,1.39,US,1675299484
530,anamur,36.0751,32.8369,45.09,45,0,10.13,TR,1675299484
531,poletayevo,55.0336,61.1138,1.22,82,71,7.61,RU,1675299485
532,nautla,20.2167,-96.7833,62.69,88,100,8.08,MX,1675299485
533,sungaipenuh,-2.0833,101.3833,68.94,75,89,0.92,ID,1675299486
534,leningradskiy,69.3833,178.4167,-8.79,99,83,5.99,RU,1675299486
535,sakassou,7.4546,-5.2926,80.44,31,1,5.61,CI,1675299486
536,palmares do sul,-30.2578,-50.5097,74.43,90,0,6.69,BR,1675299487
537,monastyrshchina,54.3496,31.838,29.32,95,100,12.46,RU,1675299487
538,adrar,20.5022,-10.0711,60.91,15,100,11.12,MR,1675299488
539,verkhnyaya inta,65.9811,60.3094,23.11,85,57,18.21,RU,1675299488
540,borovoy,55.4333,86.0833,-4.32,84,34,2.24,RU,1675299489
541,te anau,-45.4167,167.7167,65.23,92,100,3.06,NZ,1675299489
542,asau,46.4333,26.4,32.92,91,95,7.76,RO,1675299490
543,las conchas,-25.9948,-65.8276,71.98,66,100,5.64,AR,1675299491
544,vila franca do campo,37.7167,-25.4333,52.21,81,100,6.31,PT,1675299491
545,bara,10.3744,10.7288,71.78,26,3,9.62,NG,1675299491
546,dhidhdhoo,6.8833,73.1,79.95,70,30,10.49,MV,1675299247
547,barentu,15.1139,37.5928,65.68,67,88,4.12,ER,1675299492
548,ulkan,57.243,107.3223,5.36,98,100,3.49,RU,1675299493
549,listowel,52.4464,-9.485,49.71,90,100,13.67,IE,1675299493
550,purificacion,3.8587,-74.9313,78.35,65,54,3.18,CO,1675299494
551,alugan,12.2188,125.4808,79.95,85,28,13.58,PH,1675299494
552,dourados,-22.2211,-54.8056,71.4,94,95,4.05,BR,1675299495
553,slonim,53.0867,25.3219,32.52,97,100,9.89,BY,1675299495
554,sterlibashevo,53.4376,55.2578,7.18,86,100,2.98,RU,1675299496
555,georgiyevka,43.0369,74.7114,24.84,93,100,4.47,KZ,1675299496
556,bontang,0.1333,117.5,77.2,86,100,2.51,ID,1675299497
